Frequency [Hz],n_repeat,VC_rms_fft_mean [V],VC_rms_fft_std [V],VC_phase_mean [deg],VC_phase_std [deg],VR_rms_fft_mean [V],VR_rms_fft_std [V],VR_phase_mean [deg],VR_phase_std [deg],Irms_mean [A],Irms_std [A],XC_mean [Ohm],XC_std [Ohm],C_mean [F],C_std [F]
500.0,2,1.148639703779335,0.0005644800024539999,28.047369504677835,0.0258828851091575,0.9907147245415333,0.00019510248144481067,117.02829749731625,0.054235122220682885,0.0176913383297454,3.4839728829426974e-06,64.92667874108133,0.04469321516721862,4.902606567448938e-06,3.374779897074804e-09
