Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200,0.3857974724725917,0.29717844392856085,0.0038153322079999994,0.0023330946255413453,251.5673588180016,280.03873297289016
500,0.09758074336625058,0.01628905808851871,0.006205602641999999,0.0002846451265694859,15.854426691313368,3.167277906165146
1000,0.1216223810365519,1.4628472785736255e-17,0.0066954949399999995,4.692239397466147e-06,18.164816173486273,0.012725285081934533
2000,0.23193103062850393,0.0,0.006437109131000001,4.268650523766775e-06,36.03032319312219,0.023892754559331604
5000,0.45537680484363874,5.851389114294502e-17,0.005236359966,6.307149493220098e-06,86.96449472601854,0.10460854796689634
