Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.17421935504198968,-91.21278511768578,-0.0036874419926636454,-0.17418032737022168,0.0,1400,1e-05,0.014
500.0,2,0.171422866619392,-90.71409647378879,-0.002136445240710035,-0.1714095528310581,0.0,1400,1e-05,0.014
500.0,3,0.17814188600731562,-91.66303498139382,-0.005169919917889537,-0.17806685114946588,0.0,1400,1e-05,0.014
500.0,4,0.17397093362213226,-90.98410851949535,-0.0029879663300973304,-0.17394527243523047,0.0,1400,1e-05,0.014
500.0,5,0.16954144335028587,-90.49821712795969,-0.0014742340050755123,-0.16953503368742542,0.0,1400,1e-05,0.014
500.0,6,0.16975445133772032,-90.48351272985767,-0.001432521988044789,-0.16974840685474554,0.0,1400,1e-05,0.014
500.0,7,0.16877480586607174,-90.20850148812345,-0.0006141764858172557,-0.1687736883592181,0.0,1400,1e-05,0.014
500.0,8,0.17635752512056382,-91.1147694647022,-0.0034310656393845744,-0.17632414597901372,0.0,1400,1e-05,0.014
500.0,9,0.17235052755217115,-90.05768992226388,-0.0001735361128008941,-0.1723504401872222,0.0,1400,1e-05,0.014
500.0,10,0.17772595764434237,-90.7001092663225,-0.0021716170812348056,-0.1777126897547023,0.0,1400,1e-05,0.014
