Frequency [Hz],n_repeat,VC_rms_fft_mean [V],VC_rms_fft_std [V],VC_phase_mean [deg],VC_phase_std [deg],VR_rms_fft_mean [V],VR_rms_fft_std [V],VR_phase_mean [deg],VR_phase_std [deg],Irms_mean [A],Irms_std [A],XC_mean [Ohm],XC_std [Ohm],C_mean [F],C_std [F]
500.0,10,1.1645168596992908,0.001162758979118058,27.820195629180564,0.04735216201813643,1.005918638724113,0.00011543695070371697,117.42835840558807,0.030323249189776275,0.01796283509846004,2.061374119709169e-06,64.82925331637104,0.06234047658972219,4.90997712801846e-06,4.720068508797919e-09
