Frequency [Hz],Vrms_mean [V],Vrms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm]
200,0.04250560301453351,0.0005257460934291394,0.006567619973000001,5.583900027555327e-06,6.472043105703278,0.08411981730586209
500,0.06906016695675979,0.0005044835958400201,0.006541161657,4.494155731137028e-06,10.557802054985515,0.07960422993517229
1000,0.12281503568919835,0.0007752033483666722,0.006464459374000001,8.868533286194408e-06,18.99861212411696,0.13565641641550388
2000,0.22710812671818167,0.0009822001000100423,0.006202836987999999,4.562830312604026e-06,36.61352943337505,0.13950514870941658
5000,0.45340536071088583,0.002295923610394638,0.005221143505,1.9040144315162953e-05,86.84023746544754,0.3034062103101567
