Frequency [Hz],n_repeat,VC_rms_fft_mean [V],VC_rms_fft_std [V],VC_phase_mean [deg],VC_phase_std [deg],VR_rms_fft_mean [V],VR_rms_fft_std [V],VR_phase_mean [deg],VR_phase_std [deg],Irms_mean [A],Irms_std [A],XC_mean [Ohm],XC_std [Ohm],C_mean [F],C_std [F]
500.0,10,1.1048714386769132,0.009137364626710878,117.00886936224057,0.2562934489818745,0.9509063804651219,0.010439061891840854,-154.4421676922273,0.27259736853828,0.016980642142797955,0.00018641181949715795,65.06907970241787,0.24949772276357698,4.891940575842581e-06,1.8637736467831877e-08
