Frequency [Hz],n_repeat,VL_rms_fft_mean [V],VL_rms_fft_std [V],VL_phase_mean [deg],VL_phase_std [deg],VL_real_mean [V],VL_imag_mean [V],VL_rms_scope_mean [V],VL_rms_scope_std [V],M_mean,M_std,dt_mean [s],dt_std [s],Mdt_mean [s]
500.0,10,0.2272595517111199,0.0014188782451666875,-115.79658883383904,0.22274930546299565,-0.0988982429170429,-0.20461192876237871,0.5866158196488407,0.001460574681539362,1000.0,0.0,1.9999999999998318e-06,0.0,0.0019999999999998318
