Frequency [Hz],n_repeat,VL_rms_fft_mean [V],VL_rms_fft_std [V],VL_phase_mean [deg],VL_phase_std [deg],VL_real_mean [V],VL_imag_mean [V],VL_rms_scope_mean [V],VL_rms_scope_std [V],M_mean,M_std,dt_mean [s],dt_std [s],Mdt_mean [s]
500.0,2,0.18425809453972974,0.0034402166296625515,169.91641543120986,0.42355911262662344,-0.18141193027215685,0.032260764999331316,0.0,0.0,2000.0,0.0,4e-06,0.0,0.008
