Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.0282842706110658,0.00668170676,4.2330906798229195
200,2,0.0282842706110658,0.00668137986,4.233297792331448
500,1,0.06222539639086278,0.00666958373,9.329727147883453
500,2,0.06222539639086278,0.00667061331,9.328287145288412
1000,1,0.11879394818424076,0.00658064382,18.052025217228785
1000,2,0.11879394818424076,0.00659439107,18.014392371218705
2000,1,0.2262741859956638,0.00635338994,35.61471720334291
2000,2,0.2262741859956638,0.0063400846,35.68945846490184
5000,1,0.4468915062867053,0.00518519804,86.1860054021592
5000,2,0.44123468272564725,0.00518430723,85.10967100336129
