Frequency [Hz],repeat,VC_rms_fft [V],VC_phase [deg],VC_real [V],VC_imag [V],VR_rms_fft [V],VR_phase [deg],VR_real [V],VR_imag [V],Irms [A],XC [Ohm],C [F],VC_rms_scope [V],VR_rms_scope [V],M_C,dt_C [s],Mdt_C [s],M_R,dt_R [s],Mdt_R [s]
5000.0,1,0.10120139972286761,-28.699512140895653,0.08876883333602294,-0.048598534278607754,0.8908113430238159,52.45025851189527,0.5429049297050641,0.7062570963621068,0.01590734541113957,6.361928851560516,5.003355014033401e-06,1.4283556845264418,0.8942409802150965,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,2,0.10237536287134477,-29.017362933129654,0.08952446511305338,-0.049659692601356345,0.8910213057057252,52.45944873198391,0.5429195744101389,0.7065106531000428,0.015911094744745093,6.434212385364368,4.947146085942652e-06,1.4283556845264418,0.9020851830605174,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,3,0.10246844702646629,-28.9724356685052,0.08964481211411096,-0.04963456756174543,0.8913084178409515,52.473979590764536,0.5429152640672719,0.7068760229042322,0.01591622174715985,6.437988151600813,4.944244672221749e-06,1.414213562373095,0.9020851830605174,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,4,0.10216783061708773,-28.92775176248307,0.08942038531601221,-0.04941923009252408,0.8909423285396916,52.54089898421083,0.5418666347108664,0.707219048789587,0.01590968443820878,6.421738345213243,4.9567557734746155e-06,1.4283556845264418,0.9020851830605174,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,5,0.10243792396086891,-29.064919639762,0.08953789844691604,-0.04976437487924984,0.8911013526222096,52.52119075152204,0.5422066283569761,0.707158817247506,0.015912524153968027,6.4375659681449395,4.944568921839187e-06,1.4283556845264418,0.9020851830605174,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,6,0.10052477587527457,-28.685867328362903,0.08818682626713203,-0.0482526086103628,0.8905661676517039,52.4610882512407,0.5426220417239999,0.7061652914163372,0.015902967279494713,6.321133289690612,5.035645850134737e-06,1.4283556845264418,0.9020851830605174,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,7,0.10230305835523587,-29.00578168995594,0.08947126562166079,-0.049606535626800397,0.8908514303072378,52.474817466516214,0.5426265711673568,0.7065215319745102,0.01590806125548639,6.43089416819749,4.949698717760263e-06,1.4283556845264418,0.9020851830605174,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,8,0.10320178640691673,-29.115423864153826,0.09016133987162729,-0.05021495305316708,0.8909197802226375,52.55831794420674,0.5416378938767327,0.7073658506803463,0.015909281789689957,6.486891600210191,4.906970946970606e-06,1.4283556845264418,0.8942409802150965,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,9,0.10315353406263444,-29.302898949008963,0.0899544731098475,-0.050486080825716775,0.8906047811079826,52.47500165184884,0.5424740640712715,0.7063276618839132,0.01590365680549969,6.486151916140608,4.907530540437781e-06,1.4283556845264418,0.8942409802150965,1500,4e-07,0.0006,1500,4e-07,0.0006
5000.0,10,0.10244931819918167,-29.235453331469607,0.08939932749543063,-0.05003621731148269,0.8913284265034513,52.5600734335402,0.5418646486308,0.7077069071708556,0.015916579044704487,6.436641813007362,4.9452788492990295e-06,1.414213562373095,0.8942409802150965,1500,4e-07,0.0006,1500,4e-07,0.0006
