Frequency [Hz],VL_rms_mean [V],VL_rms_std [V],VR_rms_mean [V],VR_rms_std [V],Irms_mean [A],Irms_std [A],XL_mean [Ohm],XL_std [Ohm],L_mean [H],L_std [H]
5000,1.4962378707635113,0.005962842245479539,0.8716046075152887,0.0036706621056431968,0.015564367991344443,6.554753760077186e-05,96.13427686797118,0.643048163739058,0.0030600490728204927,2.0468858781047405e-05
