Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.7125939636789699,0.00125093572,569.6487455638166
200,2,0.7125939636789699,0.00125964649,565.7094822524135
200,3,0.7125939636789699,0.00126422429,563.661028597204
200,4,0.7125939636789699,0.00124864257,570.694913660496
200,5,0.7125939636789699,0.0012484428,570.7862336015473
200,6,0.7125939636789699,0.00126313837,564.1456079581922
200,7,0.7125939636789699,0.00125365937,568.4111495764355
200,8,0.7125939636789699,0.00124722254,571.3446805403066
200,9,0.7125939636789699,0.00126343255,564.0142512387937
200,10,0.7125939636789699,0.00127845304,557.3876719624914
500,1,0.7125939636789699,0.00127417757,559.2579719316279
500,2,0.7125939636789699,0.00125095434,569.6402665495928
500,3,0.7125939636789699,0.00125245424,568.9580831942969
500,4,0.7125939636789699,0.00124032458,574.5221655439336
500,5,0.7125939636789699,0.00126208062,564.6184184960941
500,6,0.7125939636789699,0.00124734978,571.2863986547301
500,7,0.7125939636789699,0.00124123273,574.1018154419517
500,8,0.7125939636789699,0.00124328083,573.1560774398572
500,9,0.7125939636789699,0.00125013397,570.0140791142327
500,10,0.7125939636789699,0.00126037362,565.3831152693991
1000,1,0.7125939636789699,0.00125257543,568.9030349884557
1000,2,0.7188447628052109,0.00124639121,576.740879619338
1000,3,0.7188447628052109,0.00122807547,585.3424975626383
1000,4,0.7125939636789699,0.0012296174,579.5249511587668
1000,5,0.7125939636789699,0.00124023191,574.5650937807027
1000,6,0.7125939636789699,0.00123830349,575.4598686295957
1000,7,0.7188447628052109,0.00126063975,570.222192981945
1000,8,0.7125939636789699,0.001228031,580.2735954377127
1000,9,0.7125939636789699,0.00124098035,574.2185713730036
1000,10,0.7125939636789699,0.00125239312,568.9858498096587
2000,1,0.7201983509767088,0.00123933307,581.1176740218099
2000,2,0.7201983509767088,0.00124295463,579.4244887093818
2000,3,0.7201983509767088,0.00125349453,574.5524481680098
2000,4,0.7201983509767088,0.00123026117,585.4028140843532
2000,5,0.7201983509767088,0.00123161962,584.7571273480597
2000,6,0.7201983509767088,0.00123764807,581.9088385737222
2000,7,0.7201983509767088,0.00123995356,580.8268746586839
2000,8,0.7201983509767088,0.00122788595,586.5352160570848
2000,9,0.7201983509767088,0.0012474606,577.3315413542591
2000,10,0.7201983509767088,0.00122688606,587.0132316742672
5000,1,0.7210457555214572,0.00124561985,578.8650169001861
5000,2,0.7210457555214572,0.00125309115,575.413652487656
5000,3,0.7210457555214572,0.00123568811,583.51759613634
5000,4,0.7275415963862449,0.00123905344,587.175316979262
5000,5,0.7210457555214572,0.00124327792,579.9554097457608
5000,6,0.7275415963862449,0.00123497949,589.1122907524925
5000,7,0.7210457555214572,0.0012344484,584.1036008645295
5000,8,0.7275415963862449,0.00123950827,586.9598565778387
5000,9,0.7275415963862449,0.00123456959,589.3078869585999
5000,10,0.7275415963862449,0.00123563246,588.8009743498037
