Frequency [Hz],repeat,Vrms [V],Irms [A],XL [Ohm]
200,1,0.03111269819543139,0.00669143163,4.649632532437814
200,2,0.03111269819543139,0.00669165328,4.649478521013777
500,1,0.06505382927852925,0.00667572347,9.74483583253176
500,2,0.06505382927852925,0.00667336443,9.748280640284056
1000,1,0.12162238103655189,0.00659485534,18.442008924573603
1000,2,0.12162238103655189,0.00659708632,18.435772269317813
2000,1,0.22627416492388172,0.00634086318,35.68507291524334
2000,2,0.22627416492388172,0.0063409796,35.68441773947384
5000,1,0.4440630734343942,0.00517570321,85.79763085650234
5000,2,0.4440630734343942,0.00518568559,85.63247148857596
