Frequency [Hz],repeat,VL_rms_fft [V],VL_phase [deg],VL_real [V],VL_imag [V],VL_rms_scope [V],M,dt [s],Mdt [s]
500.0,1,0.8653585051782153,-66.16431914845863,0.349704358964919,-0.7915505061619318,0.6279108297900268,2000,4e-06,0.008
500.0,2,0.8648181111102072,-66.19553433534897,0.34905495218667915,-0.7912464885597799,0.633567695494649,2000,4e-06,0.008
500.0,3,0.8641276753374629,-66.10789163963113,0.3499852390936472,-0.7900803577489384,0.6222540062289688,2000,4e-06,0.008
500.0,4,0.8646614222715365,-66.21549176755558,0.34871612946530717,-0.7912246433316973,0.6307393047859021,2000,4e-06,0.008
500.0,5,0.8647110324175753,-66.21579968789666,0.3487318846653529,-0.7912719142004346,0.633567695494649,2000,4e-06,0.008
500.0,6,0.8645385229369681,-66.16799733899931,0.3493222244654451,-0.7908228886018334,0.6194255733766576,2000,4e-06,0.008
500.0,7,0.8646051372778997,-66.1925805546878,0.34900977318861665,-0.7910336412733444,0.6363961283469601,2000,4e-06,0.008
500.0,8,0.8648363840673029,-66.23245152840528,0.3485524231254424,-0.7914879528710402,0.6165971404889912,2000,4e-06,0.008
500.0,9,0.8642361731026615,-66.19883342796795,0.3487745424260589,-0.7907341408176498,0.6307393047859021,2000,4e-06,0.008
500.0,10,0.8646306261174929,-66.19059481669771,0.3490474780881515,-0.7910448645055659,0.6363961283469601,2000,4e-06,0.008
