Frequency [Hz],n_repeat,VL_rms_fft_mean [V],VL_rms_fft_std [V],VL_phase_mean [deg],VL_phase_std [deg],VL_real_mean [V],VL_imag_mean [V],VL_rms_scope_mean [V],VL_rms_scope_std [V],M_mean,M_std,dt_mean [s],dt_std [s],Mdt_mean [s]
500.0,10,0.2656660500120403,0.006750928835089077,-123.52753179672384,1.1461232606997982,-0.14673735399343046,-0.22146466777345453,0.0,0.0,1000.0,0.0,1.9999999999998318e-06,0.0,0.0019999999999998318
